label,text_a,segmented_text,pos_result,dependency_result
1,完美屏，很帮的音质，我没有换系统只作了些优化速度很快的。等P9400正版芯片便宜了就去换一块。从测评来看这款配置和高配比起来性能其实在普通使用上差距不大，性价比超强。如果自已换高配的CPU的话要比直接买的话要便宜一千多块了。,"[['完美屏', '，', '很', '帮', '的', '音质', '，', '我', '没有', '换', '系统', '只', '作', '了', '些', '优化', '速度', '很', '快', '的', '。', '等', 'P9400', '正版', '芯片', '便宜', '了', '就', '去', '换', '一', '块', '。', '从', '测评', '来', '看', '这', '款', '配置', '和', '高配', '比', '起来', '性能', '其实', '在', '普通', '使用', '上', '差距', '不', '大', '，', '性价比', '超', '强', '。', '如果', '自已', '换', '高配', '的', 'CPU', '的话', '要', '比', '直接', '买', '的话', '要', '便宜', '一千多', '块', '了', '。']]","[['n', 'w', 'd', 'a', 'u', 'n', 'w', 'r', 'd', 'v', 'n', 'd', 'v', 'u', 'q', 'vn', 'n', 'd', 'a', 'u', 'w', 'v', 'm', 'n', 'n', 'a', 'u', 'd', 'v', 'v', 'm', 'q', 'w', 'p', 'v', 'v', 'v', 'r', 'q', 'n', 'p', 'v', 'v', 'v', 'n', 'd', 'p', 'a', 'vn', 'f', 'n', 'd', 'a', 'w', 'n', 'd', 'a', 'w', 'c', 'r', 'v', 'v', 'u', 'n', 'u', 'v', 'p', 'ad', 'v', 'u', 'v', 'a', 'm', 'q', 'y', 'w']]","[[(5, 'dep'), (5, 'punct'), (3, 'advmod'), (5, 'rcmod'), (3, 'cpm'), (-1, 'root'), (5, 'punct'), (9, 'nsubj'), (9, 'neg'), (5, 'dep'), (9, 'dobj'), (12, 'advmod'), (9, 'conj'), (12, 'asp'), (15, 'clf'), (12, 'dobj'), (18, 'nsubj'), (18, 'advmod'), (5, 'rcmod'), (18, 'dep'), (5, 'punct'), (29, 'prep'), (24, 'nummod'), (24, 'nn'), (25, 'nsubj'), (21, 'pccomp'), (25, 'asp'), (29, 'advmod'), (29, 'mmod'), (5, 'dep'), (31, 'nummod'), (29, 'range'), (5, 'punct'), (36, 'prep'), (33, 'pobj'), (36, 'prtmod'), (52, 'dep'), (39, 'det'), (37, 'clf'), (42, 'nsubj'), (42, 'prep'), (40, 'pobj'), (52, 'dep'), (42, 'rcomp'), (52, 'nsubj'), (52, 'advmod'), (52, 'prep'), (48, 'amod'), (49, 'lobj'), (46, 'plmod'), (52, 'nsubj'), (52, 'neg'), (5, 'dep'), (52, 'punct'), (56, 'nsubj'), (56, 'advmod'), (5, 'dep'), (5, 'punct'), (60, 'advmod'), (60, 'nsubj'), (71, 'pccomp'), (63, 'assmod'), (61, 'assm'), (60, 'dobj'), (60, 'dep'), (71, 'mmod'), (71, 'prep'), (68, 'advmod'), (66, 'pccomp'), (68, 'dep'), (71, 'mmod'), (5, 'dep'), (73, 'nummod'), (71, 'range'), (71, 'dep'), (5, 'punct')]]"
1,比市场价格便宜几百块，质量不错，功能齐全，性能满足普通家庭使用和工作用，散热还可以。,"[['比', '市场', '价格', '便宜', '几百', '块', '，', '质量', '不错', '，', '功能', '齐全', '，', '性能', '满足', '普通', '家庭', '使用', '和', '工作', '用', '，', '散热', '还', '可以', '。']]","[['p', 'n', 'n', 'a', 'm', 'q', 'w', 'n', 'a', 'w', 'n', 'a', 'w', 'n', 'v', 'a', 'n', 'vn', 'c', 'vn', 'v', 'w', 'v', 'd', 'v', 'w']]","[[(3, 'prep'), (2, 'nn'), (0, 'pobj'), (-1, 'root'), (5, 'nummod'), (3, 'dep'), (3, 'punct'), (8, 'nsubj'), (3, 'conj'), (3, 'punct'), (11, 'nsubj'), (3, 'conj'), (3, 'punct'), (14, 'nsubj'), (3, 'conj'), (16, 'amod'), (20, 'nn'), (20, 'conj'), (19, 'cc'), (20, 'nn'), (14, 'dobj'), (3, 'punct'), (24, 'nsubj'), (24, 'advmod'), (3, 'conj'), (3, 'punct')]]"
0,门前的解放西街正在全线翻修，汽车根本进不去，也不事先告知。大床是用两个单人床拼凑而成，床垫的塑料外包装还保留完整，褥子又极薄，可以感受到凉意。骚扰电话太多。结帐速度太慢。,"[['门前', '的', '解放西街', '正在', '全线', '翻修', '，', '汽车', '根本', '进', '不', '去', '，', '也', '不', '事先', '告知', '。', '大', '床', '是', '用', '两', '个', '单人床', '拼凑', '而', '成', '，', '床垫', '的', '塑料', '外', '包装', '还', '保留', '完整', '，', '褥子', '又', '极', '薄', '，', '可以', '感受', '到', '凉意', '。', '骚扰', '电话', '太', '多', '。', '结帐', '速度', '太', '慢', '。']]","[['s', 'u', 'ns', 'd', 'n', 'v', 'w', 'n', 'd', 'v', 'd', 'v', 'w', 'd', 'd', 'd', 'v', 'w', 'a', 'n', 'v', 'p', 'm', 'q', 'n', 'v', 'c', 'v', 'w', 'n', 'u', 'n', 'f', 'n', 'd', 'v', 'a', 'w', 'n', 'd', 'd', 'a', 'w', 'v', 'v', 'v', 'n', 'w', 'v', 'n', 'd', 'a', 'w', 'vn', 'n', 'd', 'a', 'w']]","[[(2, 'assmod'), (0, 'assm'), (5, 'nsubj'), (5, 'advmod'), (5, 'advmod'), (-1, 'root'), (5, 'punct'), (9, 'nsubj'), (9, 'advmod'), (5, 'conj'), (9, 'dep'), (9, 'dep'), (9, 'punct'), (16, 'advmod'), (16, 'neg'), (16, 'advmod'), (5, 'conj'), (5, 'punct'), (19, 'amod'), (25, 'nsubjpass'), (25, 'cop'), (25, 'prep'), (23, 'nummod'), (24, 'clf'), (21, 'pobj'), (5, 'conj'), (27, 'prtmod'), (25, 'dep'), (5, 'punct'), (33, 'assmod'), (29, 'assm'), (32, 'lobj'), (33, 'dep'), (35, 'nsubj'), (35, 'advmod'), (5, 'conj'), (35, 'rcomp'), (35, 'punct'), (41, 'nsubj'), (41, 'advmod'), (41, 'advmod'), (35, 'dep'), (35, 'punct'), (44, 'mmod'), (5, 'conj'), (44, 'rcomp'), (44, 'dobj'), (5, 'punct'), (5, 'conj'), (48, 'dobj'), (51, 'advmod'), (5, 'conj'), (5, 'punct'), (54, 'nn'), (56, 'nsubj'), (56, 'advmod'), (5, 'conj'), (5, 'punct')]]"
1,"游泳池在装修，没有事先通知，这点很不好,否则我就不订了","[['游泳池', '在', '装修', '，', '没有', '事先', '通知', '，', '这', '点', '很', '不', '好', ',', '否则', '我', '就', '不', '订', '了']]","[['n', 'd', 'v', 'w', 'd', 'd', 'v', 'w', 'r', 'q', 'd', 'd', 'a', 'w', 'c', 'r', 'd', 'd', 'v', 'y']]","[[(2, 'nsubj'), (2, 'advmod'), (-1, 'root'), (2, 'punct'), (6, 'neg'), (6, 'advmod'), (2, 'conj'), (2, 'punct'), (12, 'dep'), (8, 'clf'), (12, 'advmod'), (12, 'neg'), (2, 'conj'), (2, 'punct'), (18, 'advmod'), (18, 'nsubj'), (18, 'advmod'), (18, 'neg'), (2, 'conj'), (18, 'dep')]]"
0,书是很好的，但是当当网怎么搞的，一直很信任你们，这次把很旧的一本书给送过来，你们不会觉得不好意思吗？,"[['书', '是', '很', '好', '的', '，', '但是', '当当网', '怎么', '搞', '的', '，', '一直', '很', '信任', '你们', '，', '这', '次', '把', '很', '旧', '的', '一', '本', '书', '给', '送', '过来', '，', '你们', '不', '会', '觉得', '不好意思', '吗', '？']]","[['n', 'v', 'd', 'a', 'u', 'w', 'c', 'nz', 'r', 'v', 'u', 'w', 'd', 'd', 'v', 'r', 'w', 'r', 'q', 'p', 'd', 'a', 'u', 'm', 'q', 'n', 'v', 'v', 'v', 'w', 'r', 'd', 'v', 'v', 'a', 'y', 'w']]","[[(3, 'top'), (3, 'cop'), (3, 'advmod'), (-1, 'root'), (3, 'dep'), (3, 'punct'), (3, 'cc'), (9, 'nsubj'), (9, 'advmod'), (3, 'dep'), (9, 'dep'), (3, 'punct'), (14, 'advmod'), (14, 'advmod'), (3, 'dep'), (14, 'dobj'), (3, 'punct'), (27, 'dep'), (17, 'clf'), (27, 'ba'), (21, 'advmod'), (25, 'assmod'), (21, 'assm'), (24, 'nummod'), (25, 'clf'), (27, 'nsubj'), (27, 'prtmod'), (33, 'dep'), (27, 'rcomp'), (33, 'punct'), (33, 'nsubj'), (33, 'neg'), (33, 'mmod'), (3, 'dep'), (33, 'ccomp'), (33, 'dep'), (3, 'punct')]]"
1,"首先是个完美屏，满意~！各项配置都够用了，不玩游戏，只画画CAD及一些PHOTOSHOP,再就是看看电影。合算~！之前大家说的有点散热不好有点体会，但是没什么大碍。","[['首先', '是', '个', '完美屏', '，', '满意', '~', '！', '各', '项', '配置', '都', '够用', '了', '，', '不', '玩', '游戏', '，', '只', '画画', 'CAD', '及', '一些', 'PHOTOSHOP', ',', '再', '就是', '看看', '电影', '。', '合算', '~', '！', '之前', '大家', '说', '的', '有点', '散热', '不', '好', '有', '点', '体会', '，', '但是', '没', '什么', '大碍', '。']]","[['d', 'v', 'q', 'n', 'w', 'v', 'w', 'w', 'r', 'q', 'n', 'd', 'v', 'y', 'w', 'd', 'v', 'n', 'w', 'd', 'v', 'nx', 'c', 'm', 'nx', 'w', 'd', 'd', 'v', 'n', 'w', 'a', 'w', 'w', 'f', 'r', 'v', 'u', 'd', 'a', 'd', 'a', 'v', 'q', 'vn', 'w', 'c', 'v', 'r', 'n', 'w']]","[[(1, 'advmod'), (-1, 'root'), (3, 'clf'), (1, 'attr'), (1, 'punct'), (1, 'dep'), (1, 'punct'), (1, 'punct'), (10, 'det'), (8, 'clf'), (12, 'nsubj'), (12, 'advmod'), (1, 'conj'), (12, 'dep'), (1, 'punct'), (16, 'neg'), (1, 'conj'), (16, 'dobj'), (16, 'punct'), (20, 'advmod'), (16, 'dep'), (24, 'conj'), (24, 'cc'), (24, 'nummod'), (20, 'dobj'), (1, 'punct'), (28, 'advmod'), (28, 'advmod'), (1, 'conj'), (28, 'dobj'), (1, 'punct'), (1, 'dep'), (1, 'punct'), (1, 'punct'), (39, 'advmod'), (39, 'nsubj'), (39, 'dep'), (39, 'dep'), (39, 'advmod'), (1, 'dep'), (41, 'neg'), (39, 'dep'), (39, 'dep'), (44, 'clf'), (42, 'dobj'), (1, 'punct'), (1, 'cc'), (1, 'dep'), (49, 'det'), (47, 'dobj'), (1, 'punct')]]"
1,老者还知道你很好奇，知道你有疑问，他还允许你提问，然后他会用他渊博的见识，耐心地为你分析，合情合理，还不乱下结论，好像在和你互动。,"[['老者', '还', '知道', '你', '很', '好奇', '，', '知道', '你', '有', '疑问', '，', '他', '还', '允许', '你', '提问', '，', '然后', '他', '会', '用', '他', '渊博', '的', '见识', '，', '耐心', '地', '为', '你', '分析', '，', '合情合理', '，', '还', '不', '乱', '下结论', '，', '好像', '在', '和', '你', '互动', '。']]","[['n', 'd', 'v', 'r', 'd', 'a', 'w', 'v', 'r', 'v', 'n', 'w', 'r', 'd', 'v', 'r', 'v', 'w', 'c', 'r', 'v', 'p', 'r', 'a', 'u', 'n', 'w', 'a', 'u', 'p', 'r', 'v', 'w', 'i', 'w', 'd', 'd', 'd', 'v', 'w', 'v', 'd', 'p', 'r', 'v', 'w']]","[[(2, 'nsubj'), (2, 'advmod'), (-1, 'root'), (5, 'nsubj'), (5, 'advmod'), (2, 'ccomp'), (2, 'punct'), (2, 'dep'), (9, 'top'), (7, 'ccomp'), (9, 'dobj'), (2, 'punct'), (14, 'nsubj'), (14, 'advmod'), (2, 'dep'), (14, 'dobj'), (14, 'dep'), (2, 'punct'), (31, 'advmod'), (31, 'nsubj'), (31, 'mmod'), (31, 'prep'), (25, 'nn'), (25, 'rcmod'), (23, 'cpm'), (21, 'pobj'), (31, 'punct'), (31, 'dep'), (27, 'dvpm'), (31, 'prep'), (29, 'pobj'), (2, 'conj'), (31, 'punct'), (31, 'dep'), (31, 'punct'), (38, 'advmod'), (38, 'neg'), (38, 'advmod'), (31, 'dep'), (31, 'punct'), (44, 'advmod'), (44, 'advmod'), (44, 'prep'), (42, 'pobj'), (2, 'dep'), (2, 'punct')]]"
1,我一直用linux，觉得比xp快很多，很喜欢；键盘比我以前的三星小一点点，轴很结实，屏幕感觉挺舒服，但是厌恶输入法,"[['我', '一直', '用', 'linux', '，', '觉得', '比', 'xp', '快很多', '，', '很', '喜欢', '；', '键盘', '比', '我', '以前', '的', '三星', '小一点点', '，', '轴', '很', '结实', '，', '屏幕', '感觉', '挺', '舒服', '，', '但是', '厌恶', '输入法']]","[['r', 'd', 'v', 'nz', 'w', 'v', 'p', 'n', 'a', 'w', 'd', 'v', 'w', 'n', 'p', 'r', 'f', 'u', 'nz', 'm', 'w', 'n', 'd', 'a', 'w', 'n', 'v', 'd', 'a', 'w', 'c', 'v', 'n']]","[[(2, 'nsubj'), (2, 'advmod'), (-1, 'root'), (2, 'dobj'), (2, 'punct'), (2, 'conj'), (8, 'prep'), (6, 'pobj'), (5, 'ccomp'), (5, 'punct'), (11, 'advmod'), (5, 'dep'), (2, 'punct'), (19, 'nsubj'), (19, 'prep'), (18, 'nn'), (18, 'assmod'), (16, 'assm'), (14, 'pobj'), (2, 'conj'), (2, 'punct'), (23, 'nsubj'), (23, 'advmod'), (2, 'conj'), (2, 'punct'), (26, 'nsubj'), (2, 'conj'), (28, 'advmod'), (26, 'ccomp'), (2, 'punct'), (2, 'cc'), (2, 'conj'), (31, 'dobj')]]"
1,"外观确实很漂亮,做工和手感也很好!性价比也很高,如果不用无线网卡的话就关了,这样触摸板温度就会降低点了","[['外观', '确实', '很', '漂亮', ',', '做工', '和', '手感', '也', '很', '好', '!', '性价比', '也', '很', '高', ',', '如果', '不', '用', '无线网卡', '的话', '就', '关', '了', ',', '这样', '触摸板', '温度', '就', '会', '降低', '点', '了']]","[['n', 'ad', 'd', 'a', 'w', 'vn', 'c', 'n', 'd', 'd', 'a', 'w', 'n', 'd', 'd', 'a', 'w', 'c', 'd', 'v', 'n', 'u', 'd', 'v', 'y', 'w', 'r', 'n', 'n', 'd', 'v', 'v', 'm', 'y']]","[[(3, 'nsubj'), (3, 'advmod'), (3, 'advmod'), (-1, 'root'), (3, 'punct'), (7, 'conj'), (7, 'cc'), (10, 'nsubj'), (10, 'advmod'), (10, 'advmod'), (3, 'conj'), (3, 'punct'), (15, 'nsubj'), (15, 'advmod'), (15, 'advmod'), (3, 'conj'), (3, 'punct'), (19, 'advmod'), (19, 'neg'), (23, 'pccomp'), (19, 'dobj'), (19, 'dep'), (23, 'advmod'), (3, 'conj'), (23, 'dep'), (3, 'punct'), (31, 'advmod'), (31, 'nsubj'), (31, 'nsubj'), (31, 'advmod'), (31, 'mmod'), (3, 'conj'), (31, 'advmod'), (31, 'dep')]]"
1,性价比非常高，各项配置都比较均匀，日常办公家用需求都基本上可以满足,"[['性价比', '非常', '高', '，', '各', '项', '配置', '都', '比较', '均匀', '，', '日常', '办公', '家用', '需求', '都', '基本上', '可以', '满足']]","[['n', 'd', 'a', 'w', 'r', 'q', 'vn', 'd', 'd', 'a', 'w', 'b', 'vn', 'n', 'n', 'd', 'd', 'v', 'v']]","[[(2, 'nsubj'), (2, 'advmod'), (-1, 'root'), (2, 'punct'), (6, 'det'), (4, 'clf'), (9, 'nsubj'), (9, 'advmod'), (9, 'advmod'), (2, 'conj'), (2, 'punct'), (14, 'amod'), (14, 'nn'), (14, 'nn'), (18, 'nsubj'), (18, 'advmod'), (18, 'advmod'), (18, 'mmod'), (2, 'conj')]]"
0,最近下单号为：1442083355，其中一套书《易经的智慧》当当网 少带光盘 。为了得到解决，我去信两次，二三天无人回复。 然后我打电话[08/1/04 1:30]010-51236699客服热线，分机为3037。反映情况。当当网的回复令人失望，让我把书全面寄回去，办理换货。说不管哪儿个 人都是这样处理的。我说这样多麻烦，你们把忘带的光带寄过来不行吗。当当网说，不行。这样的小事，这样的处理，个人感觉，在当当网购物，不出现麻烦罢了，一出现，你就倒霉了！我也不计划要光盘了，不会把书再寄回去，因为他们这样的态度，让我不放心。我自认倒霉。只是考虑往后不在当当网购书。,"[['最近', '下', '单号', '为', '：', '1442083355', '，', '其中', '一', '套', '书', '《', '易经', '的', '智慧', '》', '当当网', '少', '带', '光盘', '。', '为了', '得到', '解决', '，', '我', '去信', '两', '次', '，', '二三', '天', '无', '人', '回复', '。', '然后', '我', '打电话', '[', '08/1/04', '1:30', ']', '010-51236699', '客服', '热线', '，', '分机', '为', '3037', '。', '反映', '情况', '。', '当当网', '的', '回复', '令', '人', '失望', '，', '让', '我', '把', '书', '全面', '寄', '回去', '，', '办理', '换货', '。', '说', '不管', '哪儿', '个', '人', '都', '是', '这样', '处理', '的', '。', '我', '说', '这样', '多', '麻烦', '，', '你们', '把', '忘', '带', '的', '光带', '寄', '过来', '不行', '吗', '。', '当当', '网', '说', '，', '不行', '。', '这样', '的', '小事', '，', '这样', '的', '处理', '，', '个人', '感觉', '，', '在', '当当网', '购物', '，', '不', '出现', '麻烦', '罢了', '，', '一', '出现', '，', '你', '就', '倒霉', '了', '！', '我', '也', '不', '计划', '要', '光盘', '了', '，', '不', '会', '把', '书', '再', '寄', '回去', '，', '因为', '他们', '这样', '的', '态度', '，', '让', '我', '不', '放心', '。', '我', '自认', '倒霉', '。', '只是', '考虑', '往后', '不', '在', '当当网', '购书', '。']]","[['t', 'v', 'n', 'v', 'w', 'm', 'w', 'r', 'm', 'q', 'n', 'w', 'n', 'u', 'n', 'w', 'v', 'd', 'v', 'n', 'w', 'p', 'v', 'vn', 'w', 'r', 'v', 'm', 'q', 'w', 'm', 'q', 'v', 'n', 'v', 'w', 'c', 'r', 'v', 'w', 'm', 'm', 'w', 'm', 'n', 'n', 'w', 'n', 'v', 'm', 'w', 'v', 'n', 'w', 'nz', 'u', 'vn', 'v', 'n', 'a', 'w', 'v', 'r', 'p', 'n', 'ad', 'v', 'v', 'w', 'v', 'v', 'w', 'v', 'c', 'r', 'q', 'n', 'd', 'v', 'r', 'v', 'u', 'w', 'r', 'v', 'r', 'a', 'an', 'w', 'r', 'p', 'v', 'v', 'u', 'n', 'v', 'v', 'a', 'y', 'w', 'v', 'n', 'v', 'w', 'a', 'w', 'r', 'u', 'n', 'w', 'r', 'u', 'vn', 'w', 'n', 'v', 'w', 'p', 'nz', 'v', 'w', 'd', 'v', 'an', 'y', 'w', 'd', 'v', 'w', 'r', 'd', 'a', 'y', 'w', 'r', 'd', 'd', 'v', 'v', 'n', 'y', 'w', 'd', 'v', 'p', 'n', 'd', 'v', 'v', 'w', 'c', 'r', 'r', 'u', 'n', 'w', 'v', 'r', 'd', 'v', 'w', 'r', 'v', 'a', 'w', 'd', 'v', 't', 'd', 'p', 'nz', 'v', 'w']]","[[(3, 'dep'), (3, 'conj'), (3, 'nsubj'), (-1, 'root'), (3, 'punct'), (3, 'attr'), (3, 'punct'), (10, 'nn'), (9, 'nummod'), (10, 'clf'), (14, 'nn'), (14, 'punct'), (14, 'assmod'), (12, 'assm'), (18, 'nsubj'), (14, 'punct'), (18, 'nsubj'), (18, 'advmod'), (3, 'conj'), (18, 'dobj'), (3, 'punct'), (26, 'prep'), (21, 'pccomp'), (22, 'dobj'), (26, 'punct'), (26, 'nsubj'), (3, 'conj'), (28, 'nummod'), (26, 'range'), (26, 'punct'), (31, 'nummod'), (32, 'dep'), (3, 'conj'), (34, 'nsubj'), (32, 'dep'), (3, 'punct'), (38, 'advmod'), (38, 'nsubj'), (3, 'conj'), (41, 'punct'), (41, 'nn'), (45, 'dep'), (41, 'punct'), (45, 'nn'), (45, 'nn'), (48, 'attr'), (45, 'punct'), (48, 'top'), (3, 'conj'), (48, 'attr'), (3, 'punct'), (3, 'conj'), (51, 'dobj'), (3, 'punct'), (56, 'assmod'), (54, 'assm'), (57, 'nsubj'), (3, 'conj'), (57, 'dobj'), (57, 'dep'), (3, 'punct'), (3, 'conj'), (61, 'dobj'), (66, 'ba'), (66, 'nsubj'), (66, 'advmod'), (61, 'dep'), (66, 'rcomp'), (66, 'punct'), (66, 'dep'), (69, 'dobj'), (3, 'punct'), (3, 'conj'), (76, 'advmod'), (76, 'nn'), (76, 'clf'), (80, 'nsubj'), (80, 'advmod'), (80, 'cop'), (80, 'advmod'), (72, 'dep'), (80, 'dep'), (3, 'punct'), (84, 'nsubj'), (3, 'conj'), (87, 'nsubj'), (87, 'advmod'), (84, 'ccomp'), (87, 'punct'), (95, 'nsubj'), (95, 'ba'), (92, 'advmod'), (94, 'rcmod'), (92, 'cpm'), (95, 'nsubj'), (87, 'dep'), (95, 'rcomp'), (95, 'dep'), (97, 'dep'), (3, 'punct'), (102, 'prep'), (100, 'dobj'), (3, 'conj'), (104, 'punct'), (102, 'dep'), (3, 'punct'), (108, 'assmod'), (106, 'assm'), (115, 'nsubj'), (115, 'punct'), (112, 'assmod'), (110, 'assm'), (115, 'nsubj'), (115, 'punct'), (115, 'nsubj'), (3, 'conj'), (115, 'punct'), (119, 'prep'), (117, 'pobj'), (115, 'ccomp'), (119, 'punct'), (122, 'neg'), (115, 'dep'), (122, 'dobj'), (122, 'dep'), (3, 'punct'), (127, 'advmod'), (131, 'dep'), (131, 'punct'), (131, 'nsubj'), (131, 'advmod'), (3, 'conj'), (131, 'dep'), (3, 'punct'), (137, 'nsubj'), (137, 'advmod'), (137, 'neg'), (3, 'conj'), (137, 'ccomp'), (138, 'dobj'), (138, 'dep'), (147, 'punct'), (147, 'neg'), (147, 'mmod'), (147, 'ba'), (147, 'nsubj'), (147, 'advmod'), (3, 'conj'), (147, 'rcomp'), (3, 'punct'), (156, 'prep'), (154, 'nn'), (154, 'assmod'), (152, 'assm'), (156, 'nsubj'), (156, 'punct'), (3, 'conj'), (156, 'dobj'), (159, 'neg'), (156, 'dep'), (3, 'punct'), (162, 'nsubj'), (3, 'conj'), (162, 'ccomp'), (3, 'punct'), (166, 'advmod'), (3, 'conj'), (169, 'dep'), (169, 'neg'), (171, 'prep'), (169, 'pobj'), (3, 'conj'), (3, 'punct')]]"
1,在金府银街的背后，应该是由居民楼改建而成。 上个月去住了次，本来订的是标准间，去的时候标准间没大床，给升成了豪华间，仔细一看就是个2居室。房间挺旧，但是很干净，一房里还有电脑可供上网。 服务人员态度十分好，非常的客气。但是如果不跟他们提出要咖啡券和足浴赠券的话，是不给的。 总的来说，作为一个商务型的酒店，除了旧点，网速慢点，还是可以接受的。,"[['在', '金府', '银街', '的', '背后', '，', '应该', '是', '由', '居民楼', '改建', '而', '成', '。', '上', '个', '月', '去', '住', '了', '次', '，', '本来', '订', '的', '是', '标准间', '，', '去', '的', '时候', '标准间', '没', '大', '床', '，', '给', '升', '成', '了', '豪华间', '，', '仔细', '一', '看', '就', '是', '个', '2', '居室', '。', '房间', '挺', '旧', '，', '但是', '很', '干净', '，', '一', '房', '里', '还有', '电脑', '可', '供', '上网', '。', '服务', '人员', '态度', '十分', '好', '，', '非常', '的', '客气', '。', '但是', '如果', '不', '跟', '他们', '提出', '要', '咖啡券', '和', '足浴赠券', '的话', '，', '是', '不', '给', '的', '。', '总的来说', '，', '作为', '一个', '商务型', '的', '酒店', '，', '除了', '旧', '点', '，', '网速', '慢', '点', '，', '还是', '可以', '接受', '的', '。']]","[['p', 'ns', 'n', 'u', 'f', 'w', 'v', 'v', 'p', 'n', 'v', 'c', 'v', 'w', 'f', 'q', 'n', 'v', 'v', 'u', 'q', 'w', 'd', 'v', 'u', 'v', 'n', 'w', 'v', 'u', 'n', 'n', 'v', 'a', 'n', 'w', 'v', 'v', 'v', 'u', 'n', 'w', 'ad', 'd', 'v', 'd', 'v', 'q', 'm', 'n', 'w', 'n', 'd', 'a', 'w', 'c', 'd', 'a', 'w', 'm', 'n', 'f', 'v', 'n', 'v', 'v', 'v', 'w', 'vn', 'n', 'n', 'm', 'a', 'w', 'd', 'u', 'a', 'w', 'c', 'c', 'd', 'p', 'r', 'v', 'v', 'n', 'c', 'n', 'u', 'w', 'v', 'd', 'v', 'u', 'w', 'c', 'w', 'p', 'm', 'b', 'u', 'n', 'w', 'p', 'a', 'q', 'w', 'n', 'a', 'q', 'w', 'd', 'v', 'v', 'u', 'w']]","[[(10, 'prep'), (2, 'nn'), (4, 'assmod'), (2, 'assm'), (0, 'pobj'), (10, 'punct'), (10, 'mmod'), (10, 'cop'), (10, 'prep'), (8, 'pobj'), (-1, 'root'), (12, 'prtmod'), (10, 'dep'), (10, 'punct'), (16, 'det'), (14, 'clf'), (18, 'nsubj'), (18, 'mmod'), (10, 'dep'), (18, 'asp'), (18, 'dep'), (10, 'punct'), (25, 'advmod'), (25, 'top'), (23, 'cpm'), (10, 'conj'), (25, 'attr'), (10, 'punct'), (30, 'rcmod'), (28, 'cpm'), (32, 'dep'), (32, 'top'), (10, 'conj'), (34, 'amod'), (32, 'dobj'), (32, 'punct'), (37, 'prtmod'), (32, 'conj'), (37, 'rcomp'), (37, 'asp'), (37, 'dobj'), (10, 'punct'), (44, 'advmod'), (44, 'advmod'), (46, 'dep'), (46, 'advmod'), (10, 'conj'), (49, 'clf'), (49, 'nummod'), (46, 'attr'), (10, 'punct'), (53, 'nsubj'), (53, 'advmod'), (10, 'conj'), (53, 'punct'), (53, 'cc'), (57, 'advmod'), (53, 'dep'), (53, 'punct'), (60, 'nummod'), (61, 'lobj'), (62, 'loc'), (10, 'conj'), (65, 'nsubj'), (65, 'mmod'), (62, 'dep'), (65, 'ccomp'), (10, 'punct'), (69, 'nn'), (70, 'nn'), (72, 'nsubj'), (72, 'advmod'), (10, 'conj'), (72, 'punct'), (76, 'dvpmod'), (74, 'dvpm'), (10, 'conj'), (10, 'punct'), (10, 'cc'), (83, 'advmod'), (83, 'neg'), (83, 'prep'), (81, 'pobj'), (90, 'dep'), (83, 'ccomp'), (87, 'conj'), (87, 'cc'), (84, 'dobj'), (83, 'dep'), (90, 'punct'), (10, 'conj'), (92, 'neg'), (90, 'dep'), (92, 'dep'), (10, 'punct'), (108, 'advmod'), (108, 'punct'), (108, 'prep'), (101, 'nummod'), (101, 'assmod'), (99, 'assm'), (97, 'pobj'), (108, 'punct'), (108, 'prep'), (103, 'pccomp'), (104, 'advmod'), (108, 'punct'), (108, 'nsubj'), (10, 'conj'), (108, 'advmod'), (113, 'punct'), (113, 'advmod'), (113, 'mmod'), (108, 'dep'), (113, 'dep'), (10, 'punct')]]"
0,该死的亮点一个， 没有操作系统或者是我不会弄， 京东的送货速度啊！！！！不说了,"[['该死', '的', '亮点', '一', '个', '，', '没有', '操作', '系统', '或者', '是', '我', '不', '会', '弄', '，', '京东', '的', '送货', '速度', '啊', '！！！！', '不', '说', '了']]","[['v', 'u', 'n', 'm', 'q', 'w', 'v', 'vn', 'n', 'c', 'v', 'r', 'd', 'v', 'v', 'w', 'nz', 'u', 'vn', 'n', 'y', 'w', 'd', 'v', 'y']]","[[(2, 'assmod'), (0, 'assm'), (-1, 'root'), (4, 'nummod'), (2, 'dep'), (2, 'punct'), (2, 'dep'), (8, 'nn'), (6, 'dobj'), (6, 'cc'), (6, 'dep'), (14, 'nsubj'), (14, 'neg'), (14, 'mmod'), (10, 'ccomp'), (2, 'punct'), (19, 'assmod'), (16, 'assm'), (19, 'nn'), (2, 'dep'), (19, 'dep'), (2, 'punct'), (23, 'neg'), (2, 'dep'), (23, 'dep')]]"
